date,state,disease,value
2024-11-30T00:00:00.000,NA,value,1025.0
2024-12-07T00:00:00.000,NA,COVID-19,1373.0
2024-12-07T00:00:00.000,NA,Influenza,344.0
2024-12-07T00:00:00.000,NA,value,1373.0
2024-12-14T00:00:00.000,NA,COVID-19,2072.0
2024-12-14T00:00:00.000,NA,Influenza,602.0
2024-12-14T00:00:00.000,NA,value,2072.0
2024-12-21T00:00:00.000,NA,COVID-19,1546.0
2024-12-21T00:00:00.000,NA,Influenza,1051.0
2024-12-21T00:00:00.000,NA,value,1546.0
2024-12-28T00:00:00.000,NA,COVID-19,1839.0
2024-12-28T00:00:00.000,NA,Influenza,2021.0
2024-12-28T00:00:00.000,NA,value,1839.0
2025-01-04T00:00:00.000,NA,COVID-19,2392.0
2025-01-04T00:00:00.000,NA,Influenza,3638.0
2025-01-04T00:00:00.000,NA,value,2392.0
2025-01-11T00:00:00.000,NA,COVID-19,2231.0
2025-01-11T00:00:00.000,NA,Influenza,3192.0
2025-01-11T00:00:00.000,NA,value,2231.0
2025-01-18T00:00:00.000,NA,COVID-19,2366.0
2025-01-18T00:00:00.000,NA,Influenza,3727.0
2025-01-18T00:00:00.000,NA,value,2366.0
2025-01-25T00:00:00.000,NA,COVID-19,2131.0
2025-01-25T00:00:00.000,NA,Influenza,4962.0
2025-01-25T00:00:00.000,NA,value,2131.0
2025-02-01T00:00:00.000,NA,COVID-19,2204.0
2025-02-01T00:00:00.000,NA,Influenza,6408.0
2025-02-01T00:00:00.000,NA,value,2204.0
2025-02-08T00:00:00.000,NA,COVID-19,2047.0
2025-02-08T00:00:00.000,NA,Influenza,7707.0
2025-02-08T00:00:00.000,NA,value,2047.0
2025-02-15T00:00:00.000,NA,COVID-19,1832.0
2025-02-15T00:00:00.000,NA,Influenza,7772.0
2025-02-15T00:00:00.000,NA,value,1832.0
2025-02-22T00:00:00.000,NA,COVID-19,1693.0
2025-02-22T00:00:00.000,NA,Influenza,6328.0
2025-02-22T00:00:00.000,NA,value,1693.0
2025-03-01T00:00:00.000,NA,COVID-19,1630.0
2025-03-01T00:00:00.000,NA,Influenza,5167.0
2025-03-01T00:00:00.000,NA,value,1630.0
2025-03-08T00:00:00.000,NA,COVID-19,1385.0
2025-03-08T00:00:00.000,NA,Influenza,4006.0
2025-03-08T00:00:00.000,NA,value,1385.0
2025-03-15T00:00:00.000,NA,COVID-19,1230.0
2025-03-15T00:00:00.000,NA,Influenza,2945.0
2025-03-15T00:00:00.000,NA,value,1230.0
2025-03-22T00:00:00.000,NA,COVID-19,1098.0
2025-03-22T00:00:00.000,NA,Influenza,2286.0
2025-03-22T00:00:00.000,NA,value,1098.0
2025-03-29T00:00:00.000,NA,COVID-19,1074.0
2025-03-29T00:00:00.000,NA,Influenza,1578.0
2025-03-29T00:00:00.000,NA,value,1074.0
2025-04-05T00:00:00.000,NA,COVID-19,815.0
2025-04-05T00:00:00.000,NA,Influenza,1107.0
2025-04-05T00:00:00.000,NA,value,815.0
2025-04-12T00:00:00.000,NA,COVID-19,682.0
2025-04-12T00:00:00.000,NA,Influenza,735.0
2025-04-12T00:00:00.000,NA,value,682.0
2025-04-19T00:00:00.000,NA,COVID-19,607.0
2025-04-19T00:00:00.000,NA,Influenza,578.0
2025-04-19T00:00:00.000,NA,value,607.0
2025-04-26T00:00:00.000,NA,COVID-19,587.0
2025-04-26T00:00:00.000,NA,Influenza,604.0
2025-04-26T00:00:00.000,NA,value,587.0
2025-05-03T00:00:00.000,NA,COVID-19,433.0
2025-05-03T00:00:00.000,NA,Influenza,361.0
2025-05-03T00:00:00.000,NA,value,433.0
2025-05-10T00:00:00.000,NA,COVID-19,373.0
2025-05-10T00:00:00.000,NA,Influenza,335.0
2025-05-10T00:00:00.000,NA,value,373.0
2025-05-17T00:00:00.000,NA,COVID-19,290.0
2025-05-17T00:00:00.000,NA,Influenza,206.0
2025-05-17T00:00:00.000,NA,value,290.0
2025-05-24T00:00:00.000,NA,COVID-19,281.0
2025-05-24T00:00:00.000,NA,Influenza,235.0
2025-05-24T00:00:00.000,NA,value,281.0
2025-05-31T00:00:00.000,NA,COVID-19,303.0
2025-05-31T00:00:00.000,NA,Influenza,258.0
2025-05-31T00:00:00.000,NA,value,303.0
2025-06-07T00:00:00.000,NA,COVID-19,261.0
2025-06-07T00:00:00.000,NA,Influenza,227.0
2025-06-07T00:00:00.000,NA,value,261.0
2025-06-14T00:00:00.000,NA,COVID-19,265.0
2025-06-14T00:00:00.000,NA,Influenza,195.0
2025-06-14T00:00:00.000,NA,value,265.0
2025-06-21T00:00:00.000,NA,COVID-19,240.0
2025-06-21T00:00:00.000,NA,Influenza,176.0
2025-06-21T00:00:00.000,NA,value,240.0
2025-06-28T00:00:00.000,NA,COVID-19,241.0
2025-06-28T00:00:00.000,NA,Influenza,166.0
2025-06-28T00:00:00.000,NA,value,241.0
2025-07-05T00:00:00.000,NA,COVID-19,250.0
2025-07-05T00:00:00.000,NA,Influenza,129.0
2025-07-05T00:00:00.000,NA,value,250.0
2025-07-12T00:00:00.000,NA,COVID-19,281.0
2025-07-12T00:00:00.000,NA,Influenza,146.0
2025-07-12T00:00:00.000,NA,value,281.0
2025-07-19T00:00:00.000,NA,COVID-19,272.0
2025-07-19T00:00:00.000,NA,Influenza,118.0
2025-07-19T00:00:00.000,NA,value,272.0
2025-07-26T00:00:00.000,NA,COVID-19,387.0
2025-07-26T00:00:00.000,NA,Influenza,149.0
2025-07-26T00:00:00.000,NA,value,387.0
2025-08-02T00:00:00.000,NA,COVID-19,466.0
2025-08-02T00:00:00.000,NA,Influenza,109.0
2025-08-02T00:00:00.000,NA,value,466.0
2025-08-09T00:00:00.000,NA,COVID-19,635.0
2025-08-09T00:00:00.000,NA,Influenza,109.0
2025-08-09T00:00:00.000,NA,value,635.0
2025-08-16T00:00:00.000,NA,COVID-19,698.0
2025-08-16T00:00:00.000,NA,Influenza,121.0
2025-08-16T00:00:00.000,NA,value,698.0
2025-08-23T00:00:00.000,NA,COVID-19,718.0
2025-08-23T00:00:00.000,NA,Influenza,115.0
2025-08-23T00:00:00.000,NA,value,718.0
2025-08-30T00:00:00.000,NA,COVID-19,867.0
2025-08-30T00:00:00.000,NA,Influenza,111.0
2025-08-30T00:00:00.000,NA,value,867.0
2025-09-06T00:00:00.000,NA,COVID-19,954.0
2025-09-06T00:00:00.000,NA,Influenza,105.0
2025-09-06T00:00:00.000,NA,value,954.0
2025-09-13T00:00:00.000,NA,COVID-19,892.0
2025-09-13T00:00:00.000,NA,Influenza,139.0
2025-09-13T00:00:00.000,NA,value,892.0
2025-09-20T00:00:00.000,NA,COVID-19,981.0
2025-09-20T00:00:00.000,NA,Influenza,141.0
2025-09-20T00:00:00.000,NA,value,981.0
2025-09-27T00:00:00.000,NA,COVID-19,824.0
2025-09-27T00:00:00.000,NA,Influenza,141.0
2025-09-27T00:00:00.000,NA,value,824.0
2024-10-05T00:00:00.000,NA,COVID-19,157.0
2024-10-05T00:00:00.000,NA,Influenza,1.0
2024-10-05T00:00:00.000,NA,value,157.0
2024-10-12T00:00:00.000,NA,COVID-19,23.0
2024-10-12T00:00:00.000,NA,Influenza,1.0
2024-10-12T00:00:00.000,NA,value,23.0
2024-10-19T00:00:00.000,NA,COVID-19,87.0
2024-10-19T00:00:00.000,NA,Influenza,4.0
2024-10-19T00:00:00.000,NA,value,87.0
2024-10-26T00:00:00.000,NA,COVID-19,105.0
2024-10-26T00:00:00.000,NA,Influenza,16.0
2024-10-26T00:00:00.000,NA,value,105.0
2024-11-02T00:00:00.000,NA,COVID-19,154.0
2024-11-02T00:00:00.000,NA,Influenza,30.0
2024-11-02T00:00:00.000,NA,value,154.0
2024-11-09T00:00:00.000,NA,COVID-19,297.0
2024-11-09T00:00:00.000,NA,Influenza,45.0
2024-11-09T00:00:00.000,NA,value,297.0
2024-11-16T00:00:00.000,NA,COVID-19,283.0
2024-11-16T00:00:00.000,NA,Influenza,51.0
2024-11-16T00:00:00.000,NA,value,283.0
2024-11-23T00:00:00.000,NA,COVID-19,333.0
2024-11-23T00:00:00.000,NA,Influenza,69.0
2024-11-23T00:00:00.000,NA,value,333.0
2024-11-30T00:00:00.000,NA,COVID-19,314.0
2024-11-30T00:00:00.000,NA,Influenza,76.0
2024-11-30T00:00:00.000,NA,value,314.0
2024-12-07T00:00:00.000,NA,COVID-19,462.0
2024-12-07T00:00:00.000,NA,Influenza,116.0
2024-12-07T00:00:00.000,NA,value,462.0
2024-12-14T00:00:00.000,NA,COVID-19,495.0
2024-12-14T00:00:00.000,NA,Influenza,220.0
2024-12-14T00:00:00.000,NA,value,495.0
2024-12-21T00:00:00.000,NA,COVID-19,554.0
2024-12-21T00:00:00.000,NA,Influenza,490.0
2024-12-21T00:00:00.000,NA,value,554.0
2024-12-28T00:00:00.000,NA,COVID-19,822.0
2024-12-28T00:00:00.000,NA,Influenza,1085.0
2024-12-28T00:00:00.000,NA,value,822.0
2025-01-04T00:00:00.000,NA,COVID-19,1004.0
2025-01-04T00:00:00.000,NA,Influenza,1581.0
2025-01-04T00:00:00.000,NA,value,1004.0
2025-01-11T00:00:00.000,NA,COVID-19,815.0
2025-01-11T00:00:00.000,NA,Influenza,1320.0
2025-01-11T00:00:00.000,NA,value,815.0
2025-01-18T00:00:00.000,NA,COVID-19,637.0
2025-01-18T00:00:00.000,NA,Influenza,1133.0
2025-01-18T00:00:00.000,NA,value,637.0
2025-01-25T00:00:00.000,NA,COVID-19,642.0
2025-01-25T00:00:00.000,NA,Influenza,1357.0
2025-01-25T00:00:00.000,NA,value,642.0
2025-02-01T00:00:00.000,NA,COVID-19,583.0
2025-02-01T00:00:00.000,NA,Influenza,2194.0
2025-02-01T00:00:00.000,NA,value,583.0
2025-02-08T00:00:00.000,NA,COVID-19,634.0
2025-02-08T00:00:00.000,NA,Influenza,2744.0
2025-02-08T00:00:00.000,NA,value,634.0
2025-02-15T00:00:00.000,NA,COVID-19,620.0
2025-02-15T00:00:00.000,NA,Influenza,2771.0
2025-02-15T00:00:00.000,NA,value,620.0
2025-02-22T00:00:00.000,NA,COVID-19,532.0
2025-02-22T00:00:00.000,NA,Influenza,2494.0
2025-02-22T00:00:00.000,NA,value,532.0
2025-03-01T00:00:00.000,NA,COVID-19,416.0
2025-03-01T00:00:00.000,NA,Influenza,1721.0
2025-03-01T00:00:00.000,NA,value,416.0
2025-03-08T00:00:00.000,NA,COVID-19,437.0
2025-03-08T00:00:00.000,NA,Influenza,1368.0
2025-03-08T00:00:00.000,NA,value,437.0
2025-03-15T00:00:00.000,NA,COVID-19,355.0
2025-03-15T00:00:00.000,NA,Influenza,871.0
2025-03-15T00:00:00.000,NA,value,355.0
2025-03-22T00:00:00.000,NA,COVID-19,320.0
2025-03-22T00:00:00.000,NA,Influenza,647.0
2025-03-22T00:00:00.000,NA,value,320.0
2025-03-29T00:00:00.000,NA,COVID-19,266.0
2025-03-29T00:00:00.000,NA,Influenza,351.0
2025-03-29T00:00:00.000,NA,value,266.0
2025-04-05T00:00:00.000,NA,COVID-19,225.0
2025-04-05T00:00:00.000,NA,Influenza,227.0
2025-04-05T00:00:00.000,NA,value,225.0
2025-04-12T00:00:00.000,NA,COVID-19,179.0
2025-04-12T00:00:00.000,NA,Influenza,168.0
2025-04-12T00:00:00.000,NA,value,179.0
2025-04-19T00:00:00.000,NA,COVID-19,182.0
2025-04-19T00:00:00.000,NA,Influenza,154.0
2025-04-19T00:00:00.000,NA,value,182.0
2025-04-26T00:00:00.000,NA,COVID-19,162.0
2025-04-26T00:00:00.000,NA,Influenza,101.0
2025-04-26T00:00:00.000,NA,value,162.0
2025-05-03T00:00:00.000,NA,COVID-19,132.0
2025-05-03T00:00:00.000,NA,Influenza,72.0
2025-05-03T00:00:00.000,NA,value,132.0
2025-05-10T00:00:00.000,NA,COVID-19,131.0
2025-05-10T00:00:00.000,NA,Influenza,67.0
2025-05-10T00:00:00.000,NA,value,131.0
2025-05-17T00:00:00.000,NA,COVID-19,111.0
2025-05-17T00:00:00.000,NA,Influenza,67.0
2025-05-17T00:00:00.000,NA,value,111.0
2025-05-24T00:00:00.000,NA,COVID-19,86.0
2025-05-24T00:00:00.000,NA,Influenza,60.0
2025-05-24T00:00:00.000,NA,value,86.0
2025-05-31T00:00:00.000,NA,COVID-19,78.0
2025-05-31T00:00:00.000,NA,Influenza,59.0
2025-05-31T00:00:00.000,NA,value,78.0
2025-06-07T00:00:00.000,NA,COVID-19,76.0
2025-06-07T00:00:00.000,NA,Influenza,45.0
2025-06-07T00:00:00.000,NA,value,76.0
2025-06-14T00:00:00.000,NA,COVID-19,71.0
2025-06-14T00:00:00.000,NA,Influenza,44.0
2025-06-14T00:00:00.000,NA,value,71.0
2025-06-21T00:00:00.000,NA,COVID-19,82.0
2025-06-21T00:00:00.000,NA,Influenza,47.0
2025-06-21T00:00:00.000,NA,value,82.0
2025-06-28T00:00:00.000,NA,COVID-19,74.0
2025-06-28T00:00:00.000,NA,Influenza,41.0
2025-06-28T00:00:00.000,NA,value,74.0
2025-07-05T00:00:00.000,NA,COVID-19,68.0
2025-07-05T00:00:00.000,NA,Influenza,17.0
2025-07-05T00:00:00.000,NA,value,68.0
2025-07-12T00:00:00.000,NA,COVID-19,65.0
2025-07-12T00:00:00.000,NA,Influenza,15.0
2025-07-12T00:00:00.000,NA,value,65.0
2025-07-19T00:00:00.000,NA,COVID-19,86.0
2025-07-19T00:00:00.000,NA,Influenza,20.0
2025-07-19T00:00:00.000,NA,value,86.0
2025-07-26T00:00:00.000,NA,COVID-19,89.0
2025-07-26T00:00:00.000,NA,Influenza,18.0
2025-07-26T00:00:00.000,NA,value,89.0
2025-08-02T00:00:00.000,NA,COVID-19,107.0
2025-08-02T00:00:00.000,NA,Influenza,14.0
2025-08-02T00:00:00.000,NA,value,107.0
2025-08-09T00:00:00.000,NA,COVID-19,167.0
2025-08-09T00:00:00.000,NA,Influenza,10.0
2025-08-09T00:00:00.000,NA,value,167.0
2025-08-16T00:00:00.000,NA,COVID-19,182.0
2025-08-16T00:00:00.000,NA,Influenza,11.0
2025-08-16T00:00:00.000,NA,value,182.0
2025-08-23T00:00:00.000,NA,COVID-19,206.0
2025-08-23T00:00:00.000,NA,Influenza,18.0
2025-08-23T00:00:00.000,NA,value,206.0
2025-08-30T00:00:00.000,NA,COVID-19,240.0
2025-08-30T00:00:00.000,NA,Influenza,13.0
2025-08-30T00:00:00.000,NA,value,240.0
2025-09-06T00:00:00.000,NA,COVID-19,227.0
2025-09-06T00:00:00.000,NA,Influenza,15.0
2025-09-06T00:00:00.000,NA,value,227.0
2025-09-13T00:00:00.000,NA,COVID-19,315.0
2025-09-13T00:00:00.000,NA,Influenza,20.0
2025-09-13T00:00:00.000,NA,value,315.0
2025-09-20T00:00:00.000,NA,COVID-19,309.0
2025-09-20T00:00:00.000,NA,Influenza,28.0
2025-09-20T00:00:00.000,NA,value,309.0
2025-09-27T00:00:00.000,NA,COVID-19,247.0
2025-09-27T00:00:00.000,NA,Influenza,34.0
2025-09-27T00:00:00.000,NA,value,247.0
2024-10-05T00:00:00.000,Utah,COVID-19,58.0
2024-10-05T00:00:00.000,Utah,Influenza,0.0
2024-10-05T00:00:00.000,Utah,value,58.0
2024-10-12T00:00:00.000,Utah,COVID-19,1.0
2024-10-12T00:00:00.000,Utah,Influenza,0.0
2024-10-12T00:00:00.000,Utah,value,1.0
2024-10-19T00:00:00.000,Utah,COVID-19,2.0
2024-10-19T00:00:00.000,Utah,Influenza,1.0
2024-10-19T00:00:00.000,Utah,value,2.0
2024-10-26T00:00:00.000,Utah,COVID-19,30.0
2024-10-26T00:00:00.000,Utah,Influenza,5.0
2024-10-26T00:00:00.000,Utah,value,30.0
2024-11-02T00:00:00.000,Utah,COVID-19,44.0
2024-11-02T00:00:00.000,Utah,Influenza,2.0
2024-11-02T00:00:00.000,Utah,value,44.0
2024-11-09T00:00:00.000,Utah,COVID-19,43.0
2024-11-09T00:00:00.000,Utah,Influenza,7.0
2024-11-09T00:00:00.000,Utah,value,43.0
2024-11-16T00:00:00.000,Utah,COVID-19,47.0
2024-11-16T00:00:00.000,Utah,Influenza,10.0
2024-11-16T00:00:00.000,Utah,value,47.0
2024-11-23T00:00:00.000,Utah,COVID-19,64.0
2024-11-23T00:00:00.000,Utah,Influenza,20.0
2024-11-23T00:00:00.000,Utah,value,64.0
2024-11-30T00:00:00.000,Utah,COVID-19,59.0
2024-11-30T00:00:00.000,Utah,Influenza,20.0
2024-11-30T00:00:00.000,Utah,value,59.0
2024-12-07T00:00:00.000,Utah,COVID-19,62.0
2024-12-07T00:00:00.000,Utah,Influenza,64.0
2024-12-07T00:00:00.000,Utah,value,62.0
2024-12-14T00:00:00.000,Utah,COVID-19,59.0
2024-12-14T00:00:00.000,Utah,Influenza,90.0
2024-12-14T00:00:00.000,Utah,value,59.0
2024-12-21T00:00:00.000,Utah,COVID-19,65.0
2024-12-21T00:00:00.000,Utah,Influenza,163.0
2024-12-21T00:00:00.000,Utah,value,65.0
2024-12-28T00:00:00.000,Utah,COVID-19,100.0
2024-12-28T00:00:00.000,Utah,Influenza,295.0
2024-12-28T00:00:00.000,Utah,value,100.0
2025-01-04T00:00:00.000,Utah,COVID-19,96.0
2025-01-04T00:00:00.000,Utah,Influenza,388.0
2025-01-04T00:00:00.000,Utah,value,96.0
2025-01-11T00:00:00.000,Utah,COVID-19,71.0
2025-01-11T00:00:00.000,Utah,Influenza,256.0
2025-01-11T00:00:00.000,Utah,value,71.0
2025-01-18T00:00:00.000,Utah,COVID-19,52.0
2025-01-18T00:00:00.000,Utah,Influenza,199.0
2025-01-18T00:00:00.000,Utah,value,52.0
2025-01-25T00:00:00.000,Utah,COVID-19,50.0
2025-01-25T00:00:00.000,Utah,Influenza,185.0
2025-01-25T00:00:00.000,Utah,value,50.0
2025-02-01T00:00:00.000,Utah,COVID-19,48.0
2025-02-01T00:00:00.000,Utah,Influenza,195.0
2025-02-01T00:00:00.000,Utah,value,48.0
2025-02-08T00:00:00.000,Utah,COVID-19,45.0
2025-02-08T00:00:00.000,Utah,Influenza,218.0
2025-02-08T00:00:00.000,Utah,value,45.0
2025-02-15T00:00:00.000,Utah,COVID-19,39.0
2025-02-15T00:00:00.000,Utah,Influenza,203.0
2025-02-15T00:00:00.000,Utah,value,39.0
2025-02-22T00:00:00.000,Utah,COVID-19,60.0
2025-02-22T00:00:00.000,Utah,Influenza,183.0
2025-02-22T00:00:00.000,Utah,value,60.0
2025-03-01T00:00:00.000,Utah,COVID-19,47.0
2025-03-01T00:00:00.000,Utah,Influenza,123.0
2025-03-01T00:00:00.000,Utah,value,47.0
2025-03-08T00:00:00.000,Utah,COVID-19,60.0
2025-03-08T00:00:00.000,Utah,Influenza,127.0
2025-03-08T00:00:00.000,Utah,value,60.0
2025-03-15T00:00:00.000,Utah,COVID-19,41.0
2025-03-15T00:00:00.000,Utah,Influenza,102.0
2025-03-15T00:00:00.000,Utah,value,41.0
2025-03-22T00:00:00.000,Utah,COVID-19,31.0
2025-03-22T00:00:00.000,Utah,Influenza,76.0
2025-03-22T00:00:00.000,Utah,value,31.0
2025-03-29T00:00:00.000,Utah,COVID-19,46.0
2025-03-29T00:00:00.000,Utah,Influenza,54.0
2025-03-29T00:00:00.000,Utah,value,46.0
2025-04-05T00:00:00.000,Utah,COVID-19,20.0
2025-04-05T00:00:00.000,Utah,Influenza,54.0
2025-04-05T00:00:00.000,Utah,value,20.0
2025-04-12T00:00:00.000,Utah,COVID-19,37.0
2025-04-12T00:00:00.000,Utah,Influenza,33.0
2025-04-12T00:00:00.000,Utah,value,37.0
2025-04-19T00:00:00.000,Utah,COVID-19,20.0
2025-04-19T00:00:00.000,Utah,Influenza,27.0
2025-04-19T00:00:00.000,Utah,value,20.0
2025-04-26T00:00:00.000,Utah,COVID-19,26.0
2025-04-26T00:00:00.000,Utah,Influenza,19.0
2025-04-26T00:00:00.000,Utah,value,26.0
2025-05-03T00:00:00.000,Utah,COVID-19,25.0
2025-05-03T00:00:00.000,Utah,Influenza,17.0
2025-05-03T00:00:00.000,Utah,value,25.0
2025-05-10T00:00:00.000,Utah,COVID-19,20.0
2025-05-10T00:00:00.000,Utah,Influenza,14.0
2025-05-10T00:00:00.000,Utah,value,20.0
2025-05-17T00:00:00.000,Utah,COVID-19,22.0
2025-05-17T00:00:00.000,Utah,Influenza,12.0
2025-05-17T00:00:00.000,Utah,value,22.0
2025-05-24T00:00:00.000,Utah,COVID-19,16.0
2025-05-24T00:00:00.000,Utah,Influenza,14.0
2025-05-24T00:00:00.000,Utah,value,16.0
2025-05-31T00:00:00.000,Utah,COVID-19,23.0
2025-05-31T00:00:00.000,Utah,Influenza,13.0
2025-05-31T00:00:00.000,Utah,value,23.0
2025-06-07T00:00:00.000,Utah,COVID-19,17.0
2025-06-07T00:00:00.000,Utah,Influenza,7.0
2025-06-07T00:00:00.000,Utah,value,17.0
2025-06-14T00:00:00.000,Utah,COVID-19,13.0
2025-06-14T00:00:00.000,Utah,Influenza,9.0
2025-06-14T00:00:00.000,Utah,value,13.0
2025-06-21T00:00:00.000,Utah,COVID-19,26.0
2025-06-21T00:00:00.000,Utah,Influenza,1.0
2025-06-21T00:00:00.000,Utah,value,26.0
2025-06-28T00:00:00.000,Utah,COVID-19,20.0
2025-06-28T00:00:00.000,Utah,Influenza,3.0
2025-06-28T00:00:00.000,Utah,value,20.0
2025-07-05T00:00:00.000,Utah,COVID-19,17.0
2025-07-05T00:00:00.000,Utah,Influenza,6.0
2025-07-05T00:00:00.000,Utah,value,17.0
2025-07-12T00:00:00.000,Utah,COVID-19,28.0
2025-07-12T00:00:00.000,Utah,Influenza,7.0
2025-07-12T00:00:00.000,Utah,value,28.0
2025-07-19T00:00:00.000,Utah,COVID-19,26.0
2025-07-19T00:00:00.000,Utah,Influenza,4.0
2025-07-19T00:00:00.000,Utah,value,26.0
2025-07-26T00:00:00.000,Utah,COVID-19,32.0
2025-07-26T00:00:00.000,Utah,Influenza,4.0
2025-07-26T00:00:00.000,Utah,value,32.0
2025-08-02T00:00:00.000,Utah,COVID-19,47.0
2025-08-02T00:00:00.000,Utah,Influenza,1.0
2025-08-02T00:00:00.000,Utah,value,47.0
2025-08-09T00:00:00.000,Utah,COVID-19,41.0
2025-08-09T00:00:00.000,Utah,Influenza,8.0
2025-08-09T00:00:00.000,Utah,value,41.0
2025-08-16T00:00:00.000,Utah,COVID-19,60.0
2025-08-16T00:00:00.000,Utah,Influenza,3.0
2025-08-16T00:00:00.000,Utah,value,60.0
2025-08-23T00:00:00.000,Utah,COVID-19,69.0
2025-08-23T00:00:00.000,Utah,Influenza,3.0
2025-08-23T00:00:00.000,Utah,value,69.0
2025-08-30T00:00:00.000,Utah,COVID-19,64.0
2025-08-30T00:00:00.000,Utah,Influenza,4.0
2025-08-30T00:00:00.000,Utah,value,64.0
2025-09-06T00:00:00.000,Utah,COVID-19,66.0
2025-09-06T00:00:00.000,Utah,Influenza,2.0
2025-09-06T00:00:00.000,Utah,value,66.0
2025-09-13T00:00:00.000,Utah,COVID-19,20.0
2025-09-13T00:00:00.000,Utah,Influenza,4.0
2025-09-13T00:00:00.000,Utah,value,20.0
2025-09-20T00:00:00.000,Utah,COVID-19,14.0
2025-09-20T00:00:00.000,Utah,Influenza,1.0
2025-09-20T00:00:00.000,Utah,value,14.0
2025-09-27T00:00:00.000,Utah,COVID-19,13.0
2025-09-27T00:00:00.000,Utah,Influenza,2.0
2025-09-27T00:00:00.000,Utah,value,13.0
2024-09-21T00:00:00.000,Connecticut,COVID-19,228.0
2024-09-21T00:00:00.000,Connecticut,Influenza,0.0
2024-09-21T00:00:00.000,Connecticut,value,228.0
2024-09-28T00:00:00.000,Connecticut,COVID-19,172.0
2024-09-28T00:00:00.000,Connecticut,Influenza,0.0
2024-09-28T00:00:00.000,Connecticut,value,172.0
2024-10-05T00:00:00.000,Louisiana,COVID-19,43.0
2024-10-05T00:00:00.000,Louisiana,Influenza,5.0
2024-10-05T00:00:00.000,Louisiana,value,43.0
2024-10-12T00:00:00.000,Louisiana,COVID-19,1.0
2024-10-12T00:00:00.000,Louisiana,Influenza,0.0
2024-10-12T00:00:00.000,Louisiana,value,1.0
2024-10-19T00:00:00.000,Louisiana,COVID-19,29.0
2024-10-19T00:00:00.000,Louisiana,Influenza,13.0
2024-10-19T00:00:00.000,Louisiana,value,29.0
2024-10-26T00:00:00.000,Louisiana,COVID-19,42.0
2024-10-26T00:00:00.000,Louisiana,Influenza,23.0
2024-10-26T00:00:00.000,Louisiana,value,42.0
2024-11-02T00:00:00.000,Louisiana,COVID-19,63.0
2024-11-02T00:00:00.000,Louisiana,Influenza,27.0
2024-11-02T00:00:00.000,Louisiana,value,63.0
2024-11-09T00:00:00.000,Louisiana,COVID-19,78.0
2024-11-09T00:00:00.000,Louisiana,Influenza,87.0
2024-11-09T00:00:00.000,Louisiana,value,78.0
2024-11-16T00:00:00.000,Louisiana,COVID-19,67.0
2024-11-16T00:00:00.000,Louisiana,Influenza,84.0
2024-11-16T00:00:00.000,Louisiana,value,67.0
2024-11-23T00:00:00.000,Louisiana,COVID-19,68.0
2024-11-23T00:00:00.000,Louisiana,Influenza,78.0
2024-11-23T00:00:00.000,Louisiana,value,68.0
2024-11-30T00:00:00.000,Louisiana,COVID-19,65.0
2024-11-30T00:00:00.000,Louisiana,Influenza,135.0
2024-11-30T00:00:00.000,Louisiana,value,65.0
2024-12-07T00:00:00.000,Louisiana,COVID-19,79.0
2024-12-07T00:00:00.000,Louisiana,Influenza,163.0
2024-12-07T00:00:00.000,Louisiana,value,79.0
2024-12-14T00:00:00.000,Louisiana,COVID-19,100.0
2024-12-14T00:00:00.000,Louisiana,Influenza,252.0
2024-12-14T00:00:00.000,Louisiana,value,100.0
2024-12-21T00:00:00.000,Louisiana,COVID-19,112.0
2024-12-21T00:00:00.000,Louisiana,Influenza,423.0
2024-12-21T00:00:00.000,Louisiana,value,112.0
2024-12-28T00:00:00.000,Louisiana,COVID-19,140.0
2024-12-28T00:00:00.000,Louisiana,Influenza,590.0
2024-12-28T00:00:00.000,Louisiana,value,140.0
2025-01-04T00:00:00.000,Louisiana,COVID-19,194.0
2025-01-04T00:00:00.000,Louisiana,Influenza,713.0
2025-01-04T00:00:00.000,Louisiana,value,194.0
2025-01-11T00:00:00.000,Louisiana,COVID-19,161.0
2025-01-11T00:00:00.000,Louisiana,Influenza,446.0
2025-01-11T00:00:00.000,Louisiana,value,161.0
2025-01-18T00:00:00.000,Louisiana,COVID-19,137.0
2025-01-18T00:00:00.000,Louisiana,Influenza,477.0
2025-01-18T00:00:00.000,Louisiana,value,137.0
2025-01-25T00:00:00.000,Louisiana,COVID-19,135.0
2025-01-25T00:00:00.000,Louisiana,Influenza,521.0
2025-01-25T00:00:00.000,Louisiana,value,135.0
2025-02-01T00:00:00.000,Louisiana,COVID-19,164.0
2025-02-01T00:00:00.000,Louisiana,Influenza,620.0
2025-02-01T00:00:00.000,Louisiana,value,164.0
2025-02-08T00:00:00.000,Louisiana,COVID-19,179.0
2025-02-08T00:00:00.000,Louisiana,Influenza,494.0
2025-02-08T00:00:00.000,Louisiana,value,179.0
2025-02-15T00:00:00.000,Louisiana,COVID-19,165.0
2025-02-15T00:00:00.000,Louisiana,Influenza,387.0
2025-02-15T00:00:00.000,Louisiana,value,165.0
2025-02-22T00:00:00.000,Louisiana,COVID-19,139.0
2025-02-22T00:00:00.000,Louisiana,Influenza,330.0
2025-02-22T00:00:00.000,Louisiana,value,139.0
2025-03-01T00:00:00.000,Louisiana,COVID-19,172.0
2025-03-01T00:00:00.000,Louisiana,Influenza,359.0
2025-03-01T00:00:00.000,Louisiana,value,172.0
