date,state,disease,value
2025-01-27,Utah,Influenza,0.96885
2025-01-27,Vermont,COVID-19,0.9254166666666667
2025-01-27,Vermont,Influenza,1.0755666666666666
2025-01-27,Virginia,COVID-19,1.0447333333333333
2025-01-27,Virginia,Influenza,1.1411166666666666
2025-01-27,Washington,COVID-19,1.0374166666666667
2025-01-27,Washington,Influenza,1.0803833333333333
2025-01-27,West Virginia,COVID-19,1.0656166666666667
2025-01-27,West Virginia,Influenza,1.36755
2025-01-27,Wisconsin,COVID-19,0.9485
2025-01-27,Wisconsin,Influenza,1.0142166666666668
2025-01-27,Wyoming,COVID-19,NA
2025-01-27,Wyoming,Influenza,NA
2025-01-28,Alabama,COVID-19,1.0186166666666667
2025-01-28,Alabama,Influenza,0.9233666666666667
2025-01-28,Alaska,COVID-19,1.0317333333333334
2025-01-28,Alaska,Influenza,1.05785
2025-01-28,Arizona,COVID-19,0.9817666666666667
2025-01-28,Arizona,Influenza,0.9521833333333334
2025-01-28,Arkansas,COVID-19,NA
2025-01-28,Arkansas,Influenza,NA
2025-01-28,California,COVID-19,0.9528666666666666
2025-01-28,California,Influenza,0.9994500000000001
2025-01-28,Colorado,COVID-19,0.9927833333333334
2025-01-28,Colorado,Influenza,1.0354666666666668
2025-01-28,Connecticut,COVID-19,0.9538833333333333
2025-01-28,Connecticut,Influenza,1.0112666666666668
2025-01-28,Delaware,COVID-19,1.0252833333333333
2025-01-28,Delaware,Influenza,1.0909166666666668
2025-01-28,District of Columbia,COVID-19,NA
2025-01-28,District of Columbia,Influenza,1.0585
2025-01-28,Florida,COVID-19,0.95985
2025-01-28,Florida,Influenza,0.9325666666666667
2025-01-28,Georgia,COVID-19,NA
2025-01-28,Georgia,Influenza,NA
2025-01-28,Hawaii,COVID-19,NA
2025-01-28,Hawaii,Influenza,NA
2025-01-28,Idaho,COVID-19,1.0102833333333332
2025-01-28,Idaho,Influenza,1.02835
2025-01-28,Illinois,COVID-19,1.0014
2025-01-28,Illinois,Influenza,1.0439833333333333
2025-01-28,Indiana,COVID-19,NA
2025-01-28,Indiana,Influenza,NA
2025-01-28,Iowa,COVID-19,0.9303333333333333
2025-01-28,Iowa,Influenza,1.0444666666666667
2025-01-28,Kansas,COVID-19,1.0724833333333335
2025-01-28,Kansas,Influenza,1.1385666666666667
2025-01-28,Kentucky,COVID-19,1.0413833333333333
2025-01-28,Kentucky,Influenza,1.2342
2025-01-28,Louisiana,COVID-19,1.0046333333333333
2025-01-28,Louisiana,Influenza,0.9256666666666666
2025-01-28,Maine,COVID-19,0.8646333333333334
2025-01-28,Maine,Influenza,1.1280000000000001
2025-01-28,Maryland,COVID-19,1.0135
2025-01-28,Maryland,Influenza,1.1032166666666667
2025-01-28,Massachusetts,COVID-19,0.9345333333333333
2025-01-28,Massachusetts,Influenza,1.05185
2025-01-28,Michigan,COVID-19,0.9624833333333334
2025-01-28,Michigan,Influenza,1.05705
2025-01-28,Minnesota,COVID-19,0.9378333333333333
2025-01-28,Minnesota,Influenza,0.8810333333333333
2025-01-28,Mississippi,COVID-19,0.9854666666666667
2025-01-28,Mississippi,Influenza,0.9275333333333333
2025-01-28,Missouri,COVID-19,NA
2025-01-28,Missouri,Influenza,NA
2025-01-28,Montana,COVID-19,0.9810833333333333
2025-01-28,Montana,Influenza,1.1275
2025-01-28,Nebraska,COVID-19,0.9404
2025-01-28,Nebraska,Influenza,1.0573833333333333
2025-01-28,Nevada,COVID-19,0.9668333333333333
2025-01-28,Nevada,Influenza,0.9529333333333333
2025-01-28,New Hampshire,COVID-19,0.9005666666666667
2025-01-28,New Hampshire,Influenza,1.0627333333333333
2025-01-28,New Jersey,COVID-19,0.9732166666666667
2025-01-28,New Jersey,Influenza,0.9566166666666667
2025-01-28,New Mexico,COVID-19,0.9582333333333333
2025-01-28,New Mexico,Influenza,1.0193333333333334
2025-01-28,New York,COVID-19,0.9689833333333333
2025-01-28,New York,Influenza,0.95775
2025-01-28,North Carolina,COVID-19,0.9960833333333333
2025-01-28,North Carolina,Influenza,1.0167333333333333
2025-01-28,North Dakota,COVID-19,0.9656666666666667
2025-01-28,North Dakota,Influenza,0.9234166666666667
2025-01-28,Ohio,COVID-19,1.0028333333333332
2025-01-28,Ohio,Influenza,1.1721333333333335
2025-01-28,Oklahoma,COVID-19,0.9682
2025-01-28,Oklahoma,Influenza,0.9337166666666666
2025-01-28,Oregon,COVID-19,1.0056333333333334
2025-01-28,Oregon,Influenza,1.08305
2025-01-28,Pennsylvania,COVID-19,0.9757666666666667
2025-01-28,Pennsylvania,Influenza,1.0821333333333334
2025-01-28,Rhode Island,COVID-19,NA
2025-01-28,Rhode Island,Influenza,NA
2025-01-28,South Carolina,COVID-19,NA
2025-01-28,South Carolina,Influenza,NA
2025-01-28,South Dakota,COVID-19,0.9284333333333333
2025-01-28,South Dakota,Influenza,1.03885
2025-01-28,Tennessee,COVID-19,1.0226833333333334
2025-01-28,Tennessee,Influenza,1.00825
2025-01-28,Texas,COVID-19,0.973
2025-01-28,Texas,Influenza,0.9085666666666667
2025-01-28,United States,COVID-19,0.9871833333333333
2025-01-28,United States,Influenza,1.0227
2025-01-28,Utah,COVID-19,1.0108166666666667
2025-01-28,Utah,Influenza,0.9622333333333333
2025-01-28,Vermont,COVID-19,0.9226666666666666
2025-01-28,Vermont,Influenza,1.0598666666666667
2025-01-28,Virginia,COVID-19,1.0293833333333333
2025-01-28,Virginia,Influenza,1.1132166666666667
2025-01-28,Washington,COVID-19,1.0326833333333334
2025-01-28,Washington,Influenza,1.0630833333333332
2025-01-28,West Virginia,COVID-19,1.0598833333333333
2025-01-28,West Virginia,Influenza,1.34705
2025-01-28,Wisconsin,COVID-19,0.9463333333333334
2025-01-28,Wisconsin,Influenza,1.0010333333333334
2025-01-28,Wyoming,COVID-19,NA
2025-01-28,Wyoming,Influenza,NA
2025-01-29,Alabama,COVID-19,0.9902666666666666
2025-01-29,Alabama,Influenza,0.8762333333333333
2025-01-29,Alaska,COVID-19,1.04765
2025-01-29,Alaska,Influenza,1.0767666666666666
2025-01-29,Arizona,COVID-19,0.9757166666666667
2025-01-29,Arizona,Influenza,0.9359833333333334
2025-01-29,Arkansas,COVID-19,NA
2025-01-29,Arkansas,Influenza,NA
2025-01-29,California,COVID-19,0.9455833333333333
2025-01-29,California,Influenza,0.9566
2025-01-29,Colorado,COVID-19,0.9823833333333334
2025-01-29,Colorado,Influenza,1.0058
2025-01-29,Connecticut,COVID-19,0.93485
2025-01-29,Connecticut,Influenza,0.9805166666666667
2025-01-29,Delaware,COVID-19,0.99865
2025-01-29,Delaware,Influenza,1.0382333333333333
2025-01-29,District of Columbia,COVID-19,NA
2025-01-29,District of Columbia,Influenza,1.0151666666666668
2025-01-29,Florida,COVID-19,0.9397666666666666
2025-01-29,Florida,Influenza,0.9047166666666666
2025-01-29,Georgia,COVID-19,NA
2025-01-29,Georgia,Influenza,NA
2025-01-29,Hawaii,COVID-19,NA
2025-01-29,Hawaii,Influenza,NA
2025-01-29,Idaho,COVID-19,0.9978
2025-01-29,Idaho,Influenza,1.01245
2025-01-29,Illinois,COVID-19,0.9803833333333334
2025-01-29,Illinois,Influenza,1.0048666666666666
2025-01-29,Indiana,COVID-19,NA
2025-01-29,Indiana,Influenza,NA
2025-01-29,Iowa,COVID-19,0.9240833333333334
2025-01-29,Iowa,Influenza,1.0028
2025-01-29,Kansas,COVID-19,1.0351833333333333
2025-01-29,Kansas,Influenza,1.0905833333333335
2025-01-29,Kentucky,COVID-19,1.0036166666666666
2025-01-29,Kentucky,Influenza,1.1606166666666666
2025-01-29,Louisiana,COVID-19,0.9832833333333334
2025-01-29,Louisiana,Influenza,0.8996833333333334
2025-01-29,Maine,COVID-19,0.8563000000000001
2025-01-29,Maine,Influenza,1.1297333333333333
2025-01-29,Maryland,COVID-19,0.9889166666666667
2025-01-29,Maryland,Influenza,1.0457666666666667
2025-01-29,Massachusetts,COVID-19,0.9241833333333334
2025-01-29,Massachusetts,Influenza,1.0269666666666666
2025-01-29,Michigan,COVID-19,0.9603
2025-01-29,Michigan,Influenza,1.07
2025-01-29,Minnesota,COVID-19,0.9301666666666666
2025-01-29,Minnesota,Influenza,0.86715
2025-01-29,Mississippi,COVID-19,0.9595666666666667
2025-01-29,Mississippi,Influenza,0.8635166666666667
2025-01-29,Missouri,COVID-19,NA
2025-01-29,Missouri,Influenza,NA
2025-01-29,Montana,COVID-19,0.96635
2025-01-29,Montana,Influenza,1.10255
2025-01-29,Nebraska,COVID-19,0.9152333333333333
2025-01-29,Nebraska,Influenza,1.02555
2025-01-29,Nevada,COVID-19,0.9666
2025-01-29,Nevada,Influenza,0.9437833333333333
2025-01-29,New Hampshire,COVID-19,0.8985166666666666
2025-01-29,New Hampshire,Influenza,1.0371166666666667
2025-01-29,New Jersey,COVID-19,0.9448333333333333
2025-01-29,New Jersey,Influenza,0.9302
2025-01-29,New Mexico,COVID-19,0.9522333333333333
2025-01-29,New Mexico,Influenza,0.9917
2025-01-29,New York,COVID-19,0.95855
2025-01-29,New York,Influenza,0.9534333333333334
2025-01-29,North Carolina,COVID-19,NA
2025-01-29,North Carolina,Influenza,NA
2025-01-29,North Dakota,COVID-19,NA
2025-01-29,North Dakota,Influenza,0.9027666666666667
2025-01-29,Ohio,COVID-19,0.9864333333333333
2025-01-29,Ohio,Influenza,1.1415833333333334
2025-01-29,Oklahoma,COVID-19,0.9425166666666667
2025-01-29,Oklahoma,Influenza,0.8659833333333333
2025-01-29,Oregon,COVID-19,0.9936166666666666
2025-01-29,Oregon,Influenza,1.03515
2025-01-29,Pennsylvania,COVID-19,0.96635
2025-01-29,Pennsylvania,Influenza,1.0537666666666667
2025-01-29,Rhode Island,COVID-19,NA
2025-01-29,Rhode Island,Influenza,NA
2025-01-29,South Carolina,COVID-19,NA
2025-01-29,South Carolina,Influenza,NA
2025-01-29,South Dakota,COVID-19,0.9258833333333333
2025-01-29,South Dakota,Influenza,1.0132833333333333
2025-01-29,Tennessee,COVID-19,0.98415
2025-01-29,Tennessee,Influenza,0.9132166666666667
2025-01-29,Texas,COVID-19,0.9314666666666667
2025-01-29,Texas,Influenza,0.8371500000000001
2025-01-29,United States,COVID-19,0.9676333333333333
2025-01-29,United States,Influenza,0.9795
2025-01-29,Utah,COVID-19,1.0022333333333333
2025-01-29,Utah,Influenza,0.9531499999999999
2025-01-29,Vermont,COVID-19,0.90935
2025-01-29,Vermont,Influenza,1.0330166666666667
2025-01-29,Virginia,COVID-19,0.99825
2025-01-29,Virginia,Influenza,1.0749
2025-01-29,Washington,COVID-19,1.02695
2025-01-29,Washington,Influenza,1.0402333333333333
2025-01-29,West Virginia,COVID-19,1.0354333333333334
2025-01-29,West Virginia,Influenza,1.3269
2025-01-29,Wisconsin,COVID-19,0.9318500000000001
2025-01-29,Wisconsin,Influenza,0.9812666666666666
2025-01-29,Wyoming,COVID-19,NA
2025-01-29,Wyoming,Influenza,NA
2025-01-30,Alabama,COVID-19,0.9856666666666667
2025-01-30,Alabama,Influenza,0.8568833333333333
2025-01-30,Alaska,COVID-19,1.0504499999999999
2025-01-30,Alaska,Influenza,1.0804
2025-01-30,Arizona,COVID-19,0.9749833333333333
2025-01-30,Arizona,Influenza,0.9335
2025-01-30,Arkansas,COVID-19,NA
2025-01-30,Arkansas,Influenza,NA
2025-01-30,California,COVID-19,0.9440833333333334
2025-01-30,California,Influenza,0.9416333333333333
2025-01-30,Colorado,COVID-19,0.9817833333333333
2025-01-30,Colorado,Influenza,0.9955166666666667
2025-01-30,Connecticut,COVID-19,0.93295
2025-01-30,Connecticut,Influenza,0.9687
2025-01-30,Delaware,COVID-19,0.9928666666666667
2025-01-30,Delaware,Influenza,1.0171833333333333
2025-01-30,District of Columbia,COVID-19,NA
2025-01-30,District of Columbia,Influenza,0.99525
2025-01-30,Florida,COVID-19,0.9359
2025-01-30,Florida,Influenza,0.8923833333333333
2025-01-30,Georgia,COVID-19,NA
2025-01-30,Georgia,Influenza,NA
2025-01-30,Hawaii,COVID-19,NA
2025-01-30,Hawaii,Influenza,NA
2025-01-30,Idaho,COVID-19,0.99705
2025-01-30,Idaho,Influenza,1.0069333333333332
2025-01-30,Illinois,COVID-19,0.9749333333333333
2025-01-30,Illinois,Influenza,0.9886666666666667
2025-01-30,Indiana,COVID-19,NA
2025-01-30,Indiana,Influenza,NA
2025-01-30,Iowa,COVID-19,0.92135
2025-01-30,Iowa,Influenza,0.9835833333333334
2025-01-30,Kansas,COVID-19,1.0259
2025-01-30,Kansas,Influenza,1.0653333333333332
2025-01-30,Kentucky,COVID-19,0.9923833333333334
2025-01-30,Kentucky,Influenza,1.1114333333333333
2025-01-30,Louisiana,COVID-19,0.9825833333333334
2025-01-30,Louisiana,Influenza,0.8955500000000001
2025-01-30,Maine,COVID-19,0.8556
2025-01-30,Maine,Influenza,1.1236333333333333
2025-01-30,Maryland,COVID-19,0.9834833333333333
2025-01-30,Maryland,Influenza,1.01925
2025-01-30,Massachusetts,COVID-19,0.9234333333333333
2025-01-30,Massachusetts,Influenza,1.0124333333333333
2025-01-30,Michigan,COVID-19,0.95975
2025-01-30,Michigan,Influenza,1.0706666666666667
2025-01-30,Minnesota,COVID-19,0.9298833333333333
2025-01-30,Minnesota,Influenza,0.8631833333333334
2025-01-30,Mississippi,COVID-19,0.9558666666666666
2025-01-30,Mississippi,Influenza,0.8438166666666667
2025-01-30,Missouri,COVID-19,NA
2025-01-30,Missouri,Influenza,NA
2025-01-30,Montana,COVID-19,0.9641333333333333
2025-01-30,Montana,Influenza,1.0936333333333335
2025-01-30,Nebraska,COVID-19,0.9131166666666667
2025-01-30,Nebraska,Influenza,1.0130000000000001
2025-01-30,Nevada,COVID-19,0.9664
2025-01-30,Nevada,Influenza,0.94265
2025-01-30,New Hampshire,COVID-19,0.8983666666666666
2025-01-30,New Hampshire,Influenza,1.0253666666666668
2025-01-30,New Jersey,COVID-19,0.94015
2025-01-30,New Jersey,Influenza,0.9207000000000001
2025-01-30,New Mexico,COVID-19,0.95155
2025-01-30,New Mexico,Influenza,0.9811333333333333
2025-01-30,New York,COVID-19,0.957
2025-01-30,New York,Influenza,0.9507666666666666
2025-01-30,North Carolina,COVID-19,NA
2025-01-30,North Carolina,Influenza,NA
2025-01-30,North Dakota,COVID-19,NA
2025-01-30,North Dakota,Influenza,0.8945666666666667
2025-01-30,Ohio,COVID-19,0.9817833333333333
2025-01-30,Ohio,Influenza,1.1198333333333332
2025-01-30,Oklahoma,COVID-19,0.9389833333333333
2025-01-30,Oklahoma,Influenza,0.8372166666666667
2025-01-30,Oregon,COVID-19,0.9915166666666667
2025-01-30,Oregon,Influenza,1.0178333333333334
2025-01-30,Pennsylvania,COVID-19,0.9633833333333334
2025-01-30,Pennsylvania,Influenza,1.0395833333333333
2025-01-30,Rhode Island,COVID-19,NA
2025-01-30,Rhode Island,Influenza,NA
2025-01-30,South Carolina,COVID-19,NA
2025-01-30,South Carolina,Influenza,NA
2025-01-30,South Dakota,COVID-19,0.9260166666666667
2025-01-30,South Dakota,Influenza,1.0002666666666666
2025-01-30,Tennessee,COVID-19,0.9730166666666666
2025-01-30,Tennessee,Influenza,0.8683166666666666
2025-01-30,Texas,COVID-19,0.9193
2025-01-30,Texas,Influenza,0.8041666666666667
2025-01-30,United States,COVID-19,0.9598333333333333
2025-01-30,United States,Influenza,0.9585166666666667
2025-01-30,Utah,COVID-19,1.0016
2025-01-30,Utah,Influenza,0.9488
2025-01-30,Vermont,COVID-19,0.9067166666666667
2025-01-30,Vermont,Influenza,1.0189
2025-01-30,Virginia,COVID-19,0.9869166666666667
2025-01-30,Virginia,Influenza,1.0479500000000002
2025-01-30,Washington,COVID-19,1.0231333333333332
2025-01-30,Washington,Influenza,1.0295333333333332
2025-01-30,West Virginia,COVID-19,1.0301666666666667
2025-01-30,West Virginia,Influenza,1.2974
2025-01-30,Wisconsin,COVID-19,0.9298333333333333
2025-01-30,Wisconsin,Influenza,0.9707
2025-01-30,Wyoming,COVID-19,NA
2025-01-30,Wyoming,Influenza,NA
2025-01-31,Alabama,COVID-19,0.9811166666666666
2025-01-31,Alabama,Influenza,0.8386833333333333
2025-01-31,Alaska,COVID-19,1.0530666666666666
2025-01-31,Alaska,Influenza,1.0837333333333332
2025-01-31,Arizona,COVID-19,0.97405
2025-01-31,Arizona,Influenza,0.9310166666666666
2025-01-31,Arkansas,COVID-19,NA
2025-01-31,Arkansas,Influenza,NA
2025-01-31,California,COVID-19,0.9431166666666667
2025-01-31,California,Influenza,0.92735
2025-01-31,Colorado,COVID-19,0.9808
2025-01-31,Colorado,Influenza,0.98505
2025-01-31,Connecticut,COVID-19,0.9310166666666667
2025-01-31,Connecticut,Influenza,0.9568833333333333
2025-01-31,Delaware,COVID-19,0.9869833333333333
2025-01-31,Delaware,Influenza,0.9963166666666667
2025-01-31,District of Columbia,COVID-19,NA
2025-01-31,District of Columbia,Influenza,0.9753666666666667
2025-01-31,Florida,COVID-19,0.9323333333333333
2025-01-31,Florida,Influenza,0.8814666666666666
2025-01-31,Georgia,COVID-19,NA
2025-01-31,Georgia,Influenza,NA
2025-01-31,Hawaii,COVID-19,NA
2025-01-31,Hawaii,Influenza,NA
2025-01-31,Idaho,COVID-19,0.996
2025-01-31,Idaho,Influenza,1.0018333333333334
2025-01-31,Illinois,COVID-19,0.9692166666666666
2025-01-31,Illinois,Influenza,0.97235
2025-01-31,Indiana,COVID-19,NA
2025-01-31,Indiana,Influenza,NA
2025-01-31,Iowa,COVID-19,0.9186833333333333
2025-01-31,Iowa,Influenza,0.9648
2025-01-31,Kansas,COVID-19,1.0149666666666666
2025-01-31,Kansas,Influenza,1.0402333333333333
2025-01-31,Kentucky,COVID-19,0.9814833333333333
2025-01-31,Kentucky,Influenza,1.0612833333333334
2025-01-31,Louisiana,COVID-19,0.9819166666666667
2025-01-31,Louisiana,Influenza,0.8922333333333333
2025-01-31,Maine,COVID-19,0.8549666666666667
2025-01-31,Maine,Influenza,1.1166833333333335
2025-01-31,Maryland,COVID-19,0.9781333333333333
2025-01-31,Maryland,Influenza,0.9929166666666667
2025-01-31,Massachusetts,COVID-19,0.92265
2025-01-31,Massachusetts,Influenza,0.9974500000000001
2025-01-31,Michigan,COVID-19,0.9591333333333334
2025-01-31,Michigan,Influenza,1.0697833333333333
2025-01-31,Minnesota,COVID-19,0.9294333333333333
2025-01-31,Minnesota,Influenza,0.8598666666666667
2025-01-31,Mississippi,COVID-19,0.9521666666666666
2025-01-31,Mississippi,Influenza,0.8261666666666666
2025-01-31,Missouri,COVID-19,NA
2025-01-31,Missouri,Influenza,NA
2025-01-31,Montana,COVID-19,0.96195
2025-01-31,Montana,Influenza,1.0843166666666666
2025-01-31,Nebraska,COVID-19,0.91065
2025-01-31,Nebraska,Influenza,1.0000666666666667
2025-01-31,Nevada,COVID-19,0.9663166666666667
2025-01-31,Nevada,Influenza,0.9415833333333333
2025-01-31,New Hampshire,COVID-19,0.8982666666666667
2025-01-31,New Hampshire,Influenza,1.0142666666666666
2025-01-31,New Jersey,COVID-19,0.9357333333333333
2025-01-31,New Jersey,Influenza,0.9114833333333333
2025-01-31,New Mexico,COVID-19,0.9508666666666666
2025-01-31,New Mexico,Influenza,0.9706833333333333
2025-01-31,New York,COVID-19,0.9554833333333334
2025-01-31,New York,Influenza,0.94775
2025-01-31,North Carolina,COVID-19,NA
2025-01-31,North Carolina,Influenza,NA
2025-01-31,North Dakota,COVID-19,NA
2025-01-31,North Dakota,Influenza,0.8869333333333334
2025-01-31,Ohio,COVID-19,0.9769333333333333
2025-01-31,Ohio,Influenza,1.0973000000000002
2025-01-31,Oklahoma,COVID-19,0.9357166666666666
2025-01-31,Oklahoma,Influenza,0.81085
2025-01-31,Oregon,COVID-19,0.9895166666666667
2025-01-31,Oregon,Influenza,1.0027666666666668
2025-01-31,Pennsylvania,COVID-19,0.9605833333333333
2025-01-31,Pennsylvania,Influenza,1.0246666666666666
2025-01-31,Rhode Island,COVID-19,NA
2025-01-31,Rhode Island,Influenza,NA
2025-01-31,South Carolina,COVID-19,NA
2025-01-31,South Carolina,Influenza,NA
2025-01-31,South Dakota,COVID-19,0.9259
2025-01-31,South Dakota,Influenza,0.98705
2025-01-31,Tennessee,COVID-19,0.96275
2025-01-31,Tennessee,Influenza,0.82895
2025-01-31,Texas,COVID-19,0.90955
2025-01-31,Texas,Influenza,0.7754
2025-01-31,United States,COVID-19,0.9526333333333333
2025-01-31,United States,Influenza,0.9385
2025-01-31,Utah,COVID-19,1.00065
2025-01-31,Utah,Influenza,0.9450000000000001
2025-01-31,Vermont,COVID-19,0.90425
2025-01-31,Vermont,Influenza,1.0051833333333333
2025-01-31,Virginia,COVID-19,0.9758333333333333
2025-01-31,Virginia,Influenza,1.0206833333333334
2025-01-31,Washington,COVID-19,1.0189833333333334
2025-01-31,Washington,Influenza,1.0206666666666666
2025-01-31,West Virginia,COVID-19,1.0244166666666668
2025-01-31,West Virginia,Influenza,1.2651166666666667
2025-01-31,Wisconsin,COVID-19,0.9279
2025-01-31,Wisconsin,Influenza,0.9602833333333334
2025-01-31,Wyoming,COVID-19,NA
2025-01-31,Wyoming,Influenza,NA
2025-02-01,Alabama,COVID-19,0.97675
2025-02-01,Alabama,Influenza,0.8222833333333334
2025-02-01,Alaska,COVID-19,1.0558666666666667
2025-02-01,Alaska,Influenza,1.08645
2025-02-01,Arizona,COVID-19,0.9730833333333333
2025-02-01,Arizona,Influenza,0.9286833333333333
2025-02-01,Arkansas,COVID-19,NA
2025-02-01,Arkansas,Influenza,NA
2025-02-01,California,COVID-19,0.9427
2025-02-01,California,Influenza,0.9148166666666666
2025-02-01,Colorado,COVID-19,0.9796166666666666
2025-02-01,Colorado,Influenza,0.97475
2025-02-01,Connecticut,COVID-19,0.9289333333333333
2025-02-01,Connecticut,Influenza,0.9454333333333333
2025-02-01,Delaware,COVID-19,0.98115
2025-02-01,Delaware,Influenza,0.9758666666666667
2025-02-01,District of Columbia,COVID-19,NA
2025-02-01,District of Columbia,Influenza,0.9555166666666667
2025-02-01,Florida,COVID-19,0.9292166666666667
2025-02-01,Florida,Influenza,0.8719333333333333
2025-02-01,Georgia,COVID-19,NA
2025-02-01,Georgia,Influenza,NA
2025-02-01,Hawaii,COVID-19,NA
2025-02-01,Hawaii,Influenza,NA
2025-02-01,Idaho,COVID-19,0.9948166666666667
2025-02-01,Idaho,Influenza,0.9971
2025-02-01,Illinois,COVID-19,0.9635333333333334
2025-02-01,Illinois,Influenza,0.9567333333333333
2025-02-01,Indiana,COVID-19,NA
2025-02-01,Indiana,Influenza,NA
2025-02-01,Iowa,COVID-19,0.9161166666666667
2025-02-01,Iowa,Influenza,0.9469
2025-02-01,Kansas,COVID-19,1.00345
2025-02-01,Kansas,Influenza,1.0153
2025-02-01,Kentucky,COVID-19,0.9707
2025-02-01,Kentucky,Influenza,1.0125666666666666
2025-02-01,Louisiana,COVID-19,0.9814166666666666
2025-02-01,Louisiana,Influenza,0.8898166666666667
2025-02-01,Maine,COVID-19,0.8544666666666667
2025-02-01,Maine,Influenza,1.10895
2025-02-01,Maryland,COVID-19,0.9728833333333333
2025-02-01,Maryland,Influenza,0.9672333333333334
2025-02-01,Massachusetts,COVID-19,0.9218666666666666
2025-02-01,Massachusetts,Influenza,0.9821
2025-02-01,Michigan,COVID-19,0.9585333333333333
2025-02-01,Michigan,Influenza,1.0667333333333333
2025-02-01,Minnesota,COVID-19,0.92905
2025-02-01,Minnesota,Influenza,0.8573333333333334
2025-02-01,Mississippi,COVID-19,0.949
2025-02-01,Mississippi,Influenza,0.8111166666666667
2025-02-01,Missouri,COVID-19,NA
2025-02-01,Missouri,Influenza,NA
2025-02-01,Montana,COVID-19,0.9594666666666667
2025-02-01,Montana,Influenza,1.0748166666666665
2025-02-01,Nebraska,COVID-19,0.90865
2025-02-01,Nebraska,Influenza,0.9865666666666666
2025-02-01,Nevada,COVID-19,0.9661666666666666
2025-02-01,Nevada,Influenza,0.9404833333333333
2025-02-01,New Hampshire,COVID-19,0.8981833333333333
2025-02-01,New Hampshire,Influenza,1.0033
2025-02-01,New Jersey,COVID-19,0.9319666666666667
2025-02-01,New Jersey,Influenza,0.9030166666666667
2025-02-01,New Mexico,COVID-19,0.9501666666666667
2025-02-01,New Mexico,Influenza,0.9607166666666667
2025-02-01,New York,COVID-19,0.9541666666666666
2025-02-01,New York,Influenza,0.9445166666666667
2025-02-01,North Carolina,COVID-19,NA
2025-02-01,North Carolina,Influenza,NA
2025-02-01,North Dakota,COVID-19,NA
2025-02-01,North Dakota,Influenza,0.8799833333333333
2025-02-01,Ohio,COVID-19,0.9720333333333333
2025-02-01,Ohio,Influenza,1.0741333333333334
2025-02-01,Oklahoma,COVID-19,0.9321333333333334
2025-02-01,Oklahoma,Influenza,0.7870166666666667
2025-02-01,Oregon,COVID-19,0.9874833333333333
2025-02-01,Oregon,Influenza,0.9901666666666666
2025-02-01,Pennsylvania,COVID-19,0.95805
2025-02-01,Pennsylvania,Influenza,1.0094333333333332
2025-02-01,Rhode Island,COVID-19,NA
2025-02-01,Rhode Island,Influenza,NA
2025-02-01,South Carolina,COVID-19,NA
2025-02-01,South Carolina,Influenza,NA
2025-02-01,South Dakota,COVID-19,0.9258166666666666
2025-02-01,South Dakota,Influenza,0.9733499999999999
2025-02-01,Tennessee,COVID-19,0.9538
2025-02-01,Tennessee,Influenza,0.7957333333333333
2025-02-01,Texas,COVID-19,0.9020166666666667
2025-02-01,Texas,Influenza,0.7515333333333333
2025-02-01,United States,COVID-19,0.9461999999999999
2025-02-01,United States,Influenza,0.9200166666666667
2025-02-01,Utah,COVID-19,0.9997499999999999
2025-02-01,Utah,Influenza,0.9416666666666667
2025-02-01,Vermont,COVID-19,0.9017000000000001
2025-02-01,Vermont,Influenza,0.99195
2025-02-01,Virginia,COVID-19,0.9654833333333334
2025-02-01,Virginia,Influenza,0.9937666666666667
2025-02-01,Washington,COVID-19,1.0146
2025-02-01,Washington,Influenza,1.0136
2025-02-01,West Virginia,COVID-19,1.0182166666666668
2025-02-01,West Virginia,Influenza,1.2302666666666666
2025-02-01,Wisconsin,COVID-19,0.9259666666666667
2025-02-01,Wisconsin,Influenza,0.9502999999999999
2025-02-01,Wyoming,COVID-19,NA
2025-02-01,Wyoming,Influenza,NA
2025-02-02,Alabama,COVID-19,0.97285
2025-02-02,Alabama,Influenza,0.8079833333333333
2025-02-02,Alaska,COVID-19,1.05895
2025-02-02,Alaska,Influenza,1.0888666666666666
2025-02-02,Arizona,COVID-19,0.97195
2025-02-02,Arizona,Influenza,0.9265666666666666
2025-02-02,Arkansas,COVID-19,NA
2025-02-02,Arkansas,Influenza,NA
2025-02-02,California,COVID-19,0.9427833333333333
2025-02-02,California,Influenza,0.9041
2025-02-02,Colorado,COVID-19,0.97845
2025-02-02,Colorado,Influenza,0.9648166666666667
2025-02-02,Connecticut,COVID-19,0.9270666666666667
2025-02-02,Connecticut,Influenza,0.9341333333333334
2025-02-02,Delaware,COVID-19,0.9751666666666666
2025-02-02,Delaware,Influenza,0.9560500000000001
2025-02-02,District of Columbia,COVID-19,NA
2025-02-02,District of Columbia,Influenza,0.9362666666666667
2025-02-02,Florida,COVID-19,0.9267333333333333
2025-02-02,Florida,Influenza,0.8639166666666667
2025-02-02,Georgia,COVID-19,NA
2025-02-02,Georgia,Influenza,NA
2025-02-02,Hawaii,COVID-19,NA
2025-02-02,Hawaii,Influenza,NA
2025-02-02,Idaho,COVID-19,0.9936333333333334
2025-02-02,Idaho,Influenza,0.9926
2025-02-02,Illinois,COVID-19,0.9577833333333333
2025-02-02,Illinois,Influenza,0.9419333333333333
2025-02-02,Indiana,COVID-19,NA
2025-02-02,Indiana,Influenza,NA
